类型,航班起始日期,航班截止日期,班期,航班号,出发站,到达站,STD,STA,ETD,ETA,机型,机号,dd_flag,飞机,机组,乘务,apt_access,VIP,重点航班,rpl_remark,固定衔接环,专项整治,放区,release_seat,alarm_flag,flt_task,航班类型,调整原因,备注,状态,issue_flag,scen_name,bill_no
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1304,SZX,PEK,2025/6/28 18:00,2025/6/28 21:15,2025/6/28 18:00,2025/6/28 21:15,330,B6505,0,本部,本部,本部,n,0,,"时刻,",0,,蓉,DM C-5,0,正班,国内,天气原因,中南区域雷雨，按照CDM时间，航班推迟。,拟制,预案,PEK-B-majun-2025-06-28-1252,154474695
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1304,SZX,PEK,2025/6/28 18:00,2025/6/28 21:15,2025/6/28 18:00,2025/6/28 21:15,33M,B6132,0,本部,本部,本部,n,0,,"机型,换飞机,",0,,蓉,,0,正班,国内,,,拟制,方案,PEK-B-lidongqiao-2025-06-26-2014,154407173
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1305,PEK,SZX,2025/6/28 18:00,2025/6/28 21:35,2025/6/28 18:00,2025/6/28 21:35,773,B2032,0,本部,本部,本部,n,0,,"时刻,",0,,京,DM B-7,0,正班,国内,天气原因,华东中南区域雷雨，按照CDM时间，航班调时。,拟制,预案,PEK-B-majun-2025-06-28-1041,154472665
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1305,PEK,SZX,2025/6/28 18:00,2025/6/28 21:35,2025/6/28 18:00,2025/6/28 21:35,773,B2032,0,本部,本部,本部,n,0,,"时刻,",0,,京,DM B-7,0,正班,国内,天气原因,华东中南区域雷雨，按照CDM时间，航班调时。,拟制,方案,PEK-B-majun-2025-06-28-1111,154473373
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1307,PEK,SZX,2025/6/28 20:15,2025/6/28 23:25,2025/6/28 20:15,2025/6/28 23:25,33A,B5906,1,本部,本部,本部,n,0,,"时刻,",0,,京,DM B-7,0,正班,国内,天气原因,因中南区域雷雨，航班调时。,拟制,方案,PEK-B-majun-2025-06-28-1020,154472275
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1307,PEK,SZX,2025/6/28 20:15,2025/6/28 23:25,2025/6/28 20:15,2025/6/28 23:25,33A,B5957,1,本部,本部,本部,n,0,,"换飞机,",0,,京,,0,正班,国内,,,拟制,方案,PEK-A-liuxiaolei-2025-06-27-1129,154419527
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1307,PEK,SZX,2025/6/28 20:15,2025/6/28 23:25,2025/6/28 20:15,2025/6/28 23:25,33A,B5906,1,本部,本部,本部,n,0,,"时刻,",0,,京,DM B-7,0,正班,国内,天气原因,因中南区域雷雨，航班调时。,拟制,预案,PEK-B-majun-2025-06-28-0925,154471426
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1307,PEK,SZX,2025/6/28 20:15,2025/6/28 23:25,2025/6/28 21:50,2025/6/29 1:00,33A,B5906,1,本部,本部,本部,n,0,,"换飞机,",0,,京,DM B-7,0,正班,国内,公司计划,航班计划进入72小时运控权限，航班计划衔接原因，进行调整。,拟制,方案,PEK-B-majun-2025-06-28-1103,154473202
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1309,PEK,CAN,2025/6/28 18:00,2025/6/28 21:20,2025/6/28 18:00,2025/6/28 21:20,773,B2086,0,本部,本部,本部,n,0,,"机型,换飞机,",0,,京,,0,正班,国内,公司计划,航班计划进入72小时运控权限，航班计划衔接原因，进行调整。,拟制,方案,PEK-A-liuxiaokang-2025-06-26-0914,154329839
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1309,PEK,CAN,2025/6/28 18:00,2025/6/28 21:20,2025/6/28 18:00,2025/6/28 21:20,77W,B7869,0,本部,本部,本部,n,0,,"换飞机,",0,,京,,0,正班,国内,工程机务,  B7869 检查发现中央油箱盖板漏油，需更换油箱盖板封圈，航班调整,拟制,方案,PEK-B-yaojinlin-2025-06-26-1416,154335730
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1311,PEK,NNG,2025/6/28 8:55,2025/6/28 12:30,2025/6/28 8:55,2025/6/28 12:30,73C,B5729,0,大连,大连,大连,n,1,,"换飞机,",0,,连,DM-D1,0,正班,国内,工程机务,工程机务，航班调整。,拟制,方案,DLC-001-DONGBIAO-2025-06-28-0558,154443225
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1312,NNG,PEK,2025/6/28 13:30,2025/6/28 17:05,2025/6/28 13:30,2025/6/28 17:05,73C,B5729,0,大连,大连,大连,n,0,,"换飞机,",0,,连,DM-D1,0,正班,国内,工程机务,工程机务，航班调整。,拟制,方案,DLC-001-DONGBIAO-2025-06-28-0558,154443225
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1312,NNG,PEK,2025/6/28 13:30,2025/6/28 17:05,2025/6/28 13:30,2025/6/28 17:05,73C,B5850,0,大连,大连,大连,n,0,,"时刻,",0,,连,DM-D1,0,正班,国内,天气原因,因华北区域降水，流量控制，航班调时。,拟制,方案,DLC-001-LIUGECHEN-2025-06-28-0759,154443835
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1313,PEK,SZX,2025/6/28 10:55,2025/6/28 14:25,2025/6/28 10:55,2025/6/28 14:25,744,B2472,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,京,DM B-7,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,预案,PEK-A-liuxiaokang-2025-06-27-1832,154425234
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1313,PEK,SZX,2025/6/28 10:55,2025/6/28 14:25,2025/6/28 10:55,2025/6/28 14:25,744,B2472,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,京,OW,0,正班,国内,,,拟制,预案,PEK-A-liuxiaokang-2025-06-27-1723,154423992
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1313,PEK,SZX,2025/6/28 10:55,2025/6/28 14:25,2025/6/28 10:55,2025/6/28 14:25,744,B2472,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,京,DM B-7,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,方案,PEK-A-liuxiaokang-2025-06-27-1909,154425479
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1314,SZX,PEK,2025/6/28 16:00,2025/6/28 19:15,2025/6/28 16:00,2025/6/28 19:15,744,B2472,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-6,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,预案,PEK-A-liuxiaokang-2025-06-27-1832,154425234
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1314,SZX,PEK,2025/6/28 16:00,2025/6/28 19:15,2025/6/28 16:00,2025/6/28 19:15,744,B2472,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-6,0,正班,国内,,,拟制,预案,PEK-A-liuxiaokang-2025-06-27-1723,154423992
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1314,SZX,PEK,2025/6/28 16:00,2025/6/28 19:15,2025/6/28 16:00,2025/6/28 19:15,744,B2472,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-6,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,方案,PEK-A-liuxiaokang-2025-06-27-1909,154425479
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1315,PEK,CAN,2025/6/28 10:55,2025/6/28 14:25,2025/6/28 10:55,2025/6/28 14:25,773,B2087,1,本部,本部,本部,n,0,,,0,,京,DM B-7,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,方案,PEK-A-liuxiaokang-2025-06-27-1909,154425479
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1315,PEK,CAN,2025/6/28 10:55,2025/6/28 14:25,2025/6/28 10:55,2025/6/28 14:25,773,B2087,1,本部,本部,本部,n,0,,,0,,京,OW,0,正班,国内,,,拟制,预案,PEK-A-liuxiaokang-2025-06-27-1723,154423992
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1315,PEK,CAN,2025/6/28 10:55,2025/6/28 14:25,2025/6/28 10:55,2025/6/28 14:25,773,B2087,1,本部,本部,本部,n,0,,,0,,京,DM B-7,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,预案,PEK-A-liuxiaokang-2025-06-27-1832,154425234
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1316,CAN,PEK,2025/6/28 15:40,2025/6/28 19:00,2025/6/28 15:40,2025/6/28 19:00,773,B2087,1,本部,本部,本部,n,0,,,0,,蓉,DM C-6,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,预案,PEK-A-liuxiaokang-2025-06-27-1832,154425234
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1316,CAN,PEK,2025/6/28 15:40,2025/6/28 19:00,2025/6/28 15:40,2025/6/28 19:00,773,B2087,1,本部,本部,本部,n,0,,,0,,蓉,DM C-6,0,正班,国内,,,拟制,预案,PEK-A-liuxiaokang-2025-06-27-1723,154423992
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1316,CAN,PEK,2025/6/28 15:40,2025/6/28 19:00,2025/6/28 15:40,2025/6/28 19:00,773,B2087,1,本部,本部,本部,n,0,,,0,,蓉,DM C-6,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,方案,PEK-A-liuxiaokang-2025-06-27-1909,154425479
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1317,PEK,CAN,2025/6/28 9:55,2025/6/28 13:20,2025/6/28 9:55,2025/6/28 13:20,789,B1431,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,京,DM B-7,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,方案,PEK-A-liuxiaokang-2025-06-27-1909,154425479
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1318,CAN,PEK,2025/6/28 14:40,2025/6/28 17:45,2025/6/28 14:40,2025/6/28 17:45,789,B1431,1,本部,本部,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-6,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,方案,PEK-A-liuxiaokang-2025-06-27-1909,154425479
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1321,PEK,CAN,2025/6/28 9:00,2025/6/28 12:20,2025/6/28 9:00,2025/6/28 12:20,33A,B5948,0,本部,浙江,本部,n,0,,"机型,换飞机,机组归属,",0,,京,DM B-7,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,预案,PEK-A-liuxiaokang-2025-06-27-1832,154425234
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1321,PEK,CAN,2025/6/28 9:00,2025/6/28 12:20,2025/6/28 9:00,2025/6/28 12:20,33A,B5948,0,本部,浙江,本部,n,0,,"机型,换飞机,",0,,京,,0,正班,国内,,,拟制,预案,PEK-A-liuxiaolei-2025-06-27-1409,154421989
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1321,PEK,CAN,2025/6/28 9:00,2025/6/28 12:20,2025/6/28 9:00,2025/6/28 12:20,33A,B5948,0,本部,浙江,本部,n,0,,"机型,换飞机,",0,,京,,0,正班,国内,,,拟制,预案,PEK-A-liuxiaolei-2025-06-27-1348,154421528
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1321,PEK,CAN,2025/6/28 9:00,2025/6/28 12:20,2025/6/28 9:00,2025/6/28 12:20,33A,B5946,0,本部,浙江,本部,n,0,,"换飞机,",0,,,,0,正班,国内,,,拟制,方案,PEK-A-tianlei-2025-06-26-1913,154405788
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1322,CAN,PEK,2025/6/28 13:40,2025/6/28 17:00,2025/6/28 13:40,2025/6/28 17:00,33A,B5948,0,本部,浙江,本部,n,0,,"机型,换飞机,",0,,蓉,,0,正班,国内,,,拟制,预案,PEK-A-liuxiaolei-2025-06-27-1348,154421528
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1322,CAN,PEK,2025/6/28 13:40,2025/6/28 17:00,2025/6/28 13:40,2025/6/28 17:00,33A,B5948,0,本部,浙江,本部,n,1,,"机型,换飞机,机组归属,",0,,蓉,DM C-5,0,正班,国内,公司计划,"因保障重要运输任务，航班调整,取消不补。",拟制,预案,PEK-A-liuxiaokang-2025-06-27-1832,154425234
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1322,CAN,PEK,2025/6/28 13:40,2025/6/28 17:00,2025/6/28 13:40,2025/6/28 17:00,33A,B5948,0,本部,浙江,本部,n,0,,"机型,换飞机,",0,,蓉,,0,正班,国内,,,拟制,预案,PEK-A-liuxiaolei-2025-06-27-1409,154421989
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1322,CAN,PEK,2025/6/28 13:40,2025/6/28 17:00,2025/6/28 13:40,2025/6/28 17:00,33A,B5946,0,本部,浙江,本部,n,0,,"换飞机,",0,,,,0,正班,国内,,,拟制,方案,PEK-A-tianlei-2025-06-26-1913,154405788
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1323,PEK,ZUH,2025/6/28 13:55,2025/6/28 17:30,2025/6/28 13:55,2025/6/28 17:30,73W,B5680,0,蒙航,蒙航,蒙航,n,0,,"时刻,",0,,内,DM M-1,0,正班,国内,天气原因,因华南区域受雷雨天气影响，按CDM时间，航班推迟。,拟制,方案,HET-CNM-haopengcheng-2025-06-28-120,154447249
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1324,ZUH,PEK,2025/6/28 18:40,2025/6/28 21:55,2025/6/28 18:40,2025/6/28 21:55,73W,B5680,0,蒙航,蒙航,蒙航,n,0,,"时刻,",0,,内,DM M-1,0,正班,国内,天气原因,因华南航路受雷雨天气影响，按珠海运管委要求，航班调时。,拟制,方案,HET-CNM-haopengcheng-2025-06-28-121,154447309
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,32W,B1875,0,湖北,浙江,湖北,n,0,,"机型,换飞机,飞机归属,机组归属,乘务归属,",0,,,,0,正班,国内,公司计划,公司计划原因，商委需求，航班调整。（哈密机场消防等级要求）,拟制,预案,PEK-C-quyifan-2025-06-26-1703,154376190
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,73V,B7180,0,重庆,新疆,本部,n,0,,"机型,换飞机,飞机归属,",0,,京,DM B-8,0,正班,国内,天气原因,因华北区域受雷雨天气影响，按CDM时间，航班推迟及后续航班调整。,拟制,方案,PEK-C-songhuafeng-2025-06-28-1228,154447363
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,73V,B7181,0,重庆,新疆,本部,n,0,,"换飞机,",0,,京,DM B-8,0,正班,国内,天气原因,因华北区域雷雨，前序航班晚到，后续航班推迟,拟制,方案,PEK-C-songhuafeng-2025-06-28-1050,154446658
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,32W,B1875,0,湖北,浙江,湖北,n,0,,"机型,换飞机,飞机归属,机组归属,乘务归属,",0,,京,,0,正班,国内,机场原因,因哈密机场消防等级降低，航班调整。,拟制,方案,PEK-D-renshaocong-2025-06-27-1254,154420442
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,73K,B1760,0,本部,新疆,本部,n,0,,"机型,换飞机,飞机归属,",0,,京,DM B-8,0,正班,国内,天气原因,因西南区域雷雨天气影响，前序航班晚到，后续航班调整,拟制,预案,PEK-D-lihaotian-2025-06-28-1423,154476760
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,73K,B1760,0,本部,新疆,本部,n,0,,"机型,换飞机,",0,,京,DM B-8,0,正班,国内,天气原因,因华北区域雷雨，前序航班晚到，后续航班调整,拟制,预案,PEK-C-songhuafeng-2025-06-28-1252,154447528
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1325,PEK,CSX,2025/6/28 17:30,2025/6/28 20:10,2025/6/28 17:30,2025/6/28 20:10,73K,B1760,0,本部,新疆,本部,n,0,,"机型,换飞机,",0,,京,DM B-8,0,正班,国内,天气原因,因华北区域雷雨，前序航班晚到，后续航班调整,拟制,预案,PEK-C-songhuafeng-2025-06-28-1313,154447703
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73V,B7181,0,重庆,新疆,本部,n,0,,"换飞机,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北区域雷雨，前序航班晚到，后续航班推迟,拟制,方案,PEK-C-songhuafeng-2025-06-28-1050,154446658
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73K,B1760,0,本部,新疆,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北区域雷雨，前序航班晚到，后续航班调整,拟制,预案,PEK-C-songhuafeng-2025-06-28-1313,154447703
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73V,B7180,0,重庆,新疆,本部,n,0,,"机型,换飞机,飞机归属,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北区域受雷雨天气影响，按CDM时间，航班推迟及后续航班调整。,拟制,方案,PEK-C-songhuafeng-2025-06-28-1228,154447363
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73K,B1760,0,本部,新疆,本部,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北区域受雷雨天气影响，按CDM时间，航班推迟。,拟制,预案,PEK-C-huyu1-2025-06-28-1955,154482364
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73K,B1760,0,本部,新疆,本部,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北区域受雷雨天气影响，按CDM时间，航班推迟。,拟制,方案,PEK-C-huyu1-2025-06-28-2011,154482887
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73K,B1760,0,本部,新疆,本部,n,0,,"机型,换飞机,飞机归属,",0,,蓉,DM C-6,0,正班,国内,天气原因,因西南区域雷雨天气影响，前序航班晚到，后续航班调整,拟制,预案,PEK-D-lihaotian-2025-06-28-1423,154476760
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,32W,B1875,0,湖北,浙江,湖北,n,0,,"机型,换飞机,飞机归属,机组归属,乘务归属,",0,,蓉,,0,正班,国内,机场原因,因哈密机场消防等级降低，航班调整。,拟制,方案,PEK-D-renshaocong-2025-06-27-1254,154420442
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,32W,B1875,0,湖北,浙江,湖北,n,0,,"机型,换飞机,飞机归属,机组归属,乘务归属,",0,,,,0,正班,国内,公司计划,公司计划原因，商委需求，航班调整。（哈密机场消防等级要求）,拟制,预案,PEK-C-quyifan-2025-06-26-1703,154376190
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1326,CSX,PEK,2025/6/28 21:20,2025/6/28 23:55,2025/6/28 21:20,2025/6/28 23:55,73K,B1760,0,本部,新疆,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北区域雷雨，前序航班晚到，后续航班调整,拟制,预案,PEK-C-songhuafeng-2025-06-28-1252,154447528
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,133,PEK,HND,2025/6/28 9:55,2025/6/28 13:30,2025/6/28 9:55,2025/6/28 13:30,32A,B6385,0,本部,本部,本部,n,0,,"换飞机,",0,,京,,0,正班,国际,公司计划,航班计划进入72小时运控权限，航班计划衔接原因，进行调整。,拟制,方案,PEK-G-xuesenrong-2025-06-26-0902,154329285
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,133,PEK,HND,2025/6/28 9:55,2025/6/28 13:30,2025/6/28 9:55,2025/6/28 13:30,32A,B9919,0,本部,本部,本部,n,0,,"机型,换飞机,飞机归属,",0,,京,DM O-A,0,正班,国际,工程机务,B-6701 客舱监视系统排故，次日晚出，航班调整,拟制,方案,PEK-E-liyulun-2025-06-27-1925,154425795
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,133,PEK,HND,2025/6/28 9:55,2025/6/28 13:30,2025/6/28 9:55,2025/6/28 13:30,32A,B6385,0,本部,本部,本部,n,0,,"换飞机,",0,,京,,0,正班,国际,公司计划,,拟制,预案,PEK-E-liyulun-2025-06-26-0856,154368808
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1330,CAN,PEK,2025/6/28 10:30,2025/6/28 13:40,2025/6/28 10:30,2025/6/28 13:40,789,B1368,0,本部,本部,本部,n,0,,"换飞机,",0,,蓉,,0,正班,国内,工程机务,因B1468飞机出现左发漏液压油故障，航班衔接调整。,拟制,方案,PEK-C-quyifan-2025-06-27-0636,154388547
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1331,PEK,SZX,2025/6/28 8:00,2025/6/28 11:25,2025/6/28 8:00,2025/6/28 11:25,33A,B6503,0,本部,西南,本部,n,0,,"机型,换飞机,",0,,京,DM B-7,0,正班,国内,公司计划,优化航班衔接，保障航班正常,拟制,方案,PEKWJW202506271920,154425715
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1331,PEK,SZX,2025/6/28 8:00,2025/6/28 11:25,2025/6/28 8:00,2025/6/28 11:25,33A,B6503,0,本部,西南,本部,n,0,,"换飞机,",0,,京,,0,正班,国内,,,拟制,预案,PEK-A-liuxiaolei-2025-06-27-1409,154421989
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1331,PEK,SZX,2025/6/28 8:00,2025/6/28 11:25,2025/6/28 8:00,2025/6/28 11:25,33A,B5906,1,本部,西南,本部,n,0,,"换飞机,",0,,,,0,正班,国内,,,拟制,方案,PEK-A-tianlei-2025-06-26-2134,154410186
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1331,PEK,SZX,2025/6/28 8:00,2025/6/28 11:25,2025/6/28 8:00,2025/6/28 11:25,33Z,B5978,0,本部,西南,本部,n,0,,"机型,换飞机,机组归属,",0,,京,DM B-7,0,正班,国内,公司计划,优化航班衔接，保障航班正常,拟制,方案,PEKWJW202506271925,154427023
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1332,SZX,PEK,2025/6/28 13:00,2025/6/28 16:10,2025/6/28 13:00,2025/6/28 16:10,33A,B6503,0,本部,西南,本部,n,0,,"换飞机,",0,,蓉,,0,正班,国内,,,拟制,预案,PEK-A-liuxiaolei-2025-06-27-1409,154421989
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1332,SZX,PEK,2025/6/28 13:00,2025/6/28 16:10,2025/6/28 13:00,2025/6/28 16:10,33A,B5906,1,本部,西南,本部,n,0,,"换飞机,",0,,,,0,正班,国内,,,拟制,方案,PEK-A-tianlei-2025-06-26-2134,154410186
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1332,SZX,PEK,2025/6/28 13:00,2025/6/28 16:10,2025/6/28 13:00,2025/6/28 16:10,33A,B6503,0,本部,西南,本部,n,0,,"机型,换飞机,",0,,蓉,DM C-5,0,正班,国内,公司计划,优化航班衔接，保障航班正常,拟制,方案,PEKWJW202506271920,154425715
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1332,SZX,PEK,2025/6/28 13:00,2025/6/28 16:10,2025/6/28 13:00,2025/6/28 16:10,33Z,B5978,0,本部,西南,本部,n,0,,"机型,换飞机,机组归属,",0,,蓉,DM C-5,0,正班,国内,公司计划,优化航班衔接，保障航班正常,拟制,方案,PEKWJW202506271925,154427023
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1337,PEK,SZX,2025/6/28 16:00,2025/6/28 19:40,2025/6/28 17:10,2025/6/28 20:50,773,B2035,0,本部,本部,本部,n,0,,,0,,京,DM B-7,0,正班,国内,工程机务,B2036右一风挡裂纹，后续航班调整，CA1337/8取消不补。,拟制,预案,PEK-B-majun-2025-06-28-1307,154474935
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1337,PEK,SZX,2025/6/28 16:00,2025/6/28 19:40,2025/6/28 17:10,2025/6/28 20:50,773,B2035,0,本部,本部,本部,n,0,,,0,,京,DM B-7,0,正班,国内,工程机务,B2036右一风挡裂纹，后续航班调整，CA1337/8取消不补。,拟制,方案,PEK-B-majun-2025-06-28-1323,154475436
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1337,PEK,SZX,2025/6/28 16:00,2025/6/28 19:40,2025/6/28 16:00,2025/6/28 19:40,773,B2035,0,本部,本部,本部,n,0,,"时刻,",0,,京,DM B-7,0,正班,国内,天气原因,因华北、华东、华南大范围雷雨影响，航班调时,拟制,方案,PEKWJW202506272035,154431504
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1337,PEK,SZX,2025/6/28 16:00,2025/6/28 19:40,2025/6/28 16:00,2025/6/28 19:40,773,B2035,0,本部,本部,本部,n,0,,,0,,京,DM B-7,0,正班,国内,工程机务,因B322Y飞机监控左绿EDP壳体回油滤压力有上升趋势，28日回京后8小时排故，航班取消不补以及调整,拟制,预案,PEK-A-liuxiaokang-2025-06-27-1929,154426101
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1338,SZX,PEK,2025/6/28 21:00,2025/6/29 0:25,2025/6/28 22:30,2025/6/29 1:55,773,B2035,0,本部,本部,本部,n,0,,,0,,蓉,DM C-6,0,正班,国内,工程机务,B2036右一风挡裂纹，后续航班调整，CA1337/8取消不补。,拟制,预案,PEK-B-majun-2025-06-28-1307,154474935
取消,2025/6/28 0:00,2025/6/28 0:00,_____6_,1338,SZX,PEK,2025/6/28 21:00,2025/6/29 0:25,2025/6/28 22:30,2025/6/29 1:55,773,B2035,0,本部,本部,本部,n,0,,,0,,蓉,DM C-6,0,正班,国内,工程机务,B2036右一风挡裂纹，后续航班调整，CA1337/8取消不补。,拟制,方案,PEK-B-majun-2025-06-28-1323,154475436
变更,2025/6/28 0:00,2025/6/28 0:00,_____6_,1338,SZX,PEK,2025/6/28 21:00,2025/6/29 0:25,2025/6/28 21:00,2025/6/29 0:25,773,B2035,0,本部,本部,本部,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华北、华东、华南大范围雷雨影响，航班调时,拟制,方案,PEKWJW202506272035,154431504
